CustomerID,Recency,Frequency,Monetary
12346,1.4619928068665424,-0.9552142636712971,3.707716304049809
12347,-2.0387344178427855,1.0744251947249353,1.41490344020104
12348,0.37310423556778083,0.3863044476016776,0.7200242799673501
12349,-0.6230859205766931,-0.9552142636712971,0.702286912445134
12350,1.4245575339360348,-0.9552142636712971,-0.6145138785683288
12352,-0.16402870097223204,1.2468684386726128,0.9841077662004433
12353,1.1135502505032524,-0.9552142636712971,-1.6599892358833077
12354,1.2090862834765006,-0.9552142636712971,0.3151288208808126
12355,1.1490907416248033,-0.9552142636712971,-0.3627665809933592
12356,-0.4870358868672529,0.05960546552681911,1.0754586015014986
12357,-0.22712620679597337,-0.9552142636712971,1.7048016170804894
12358,-2.0387344178427855,-0.36158277709840037,0.3778079209255647
12359,0.1841671134665053,0.3863044476016776,1.717797156020491
12360,0.10413950578058002,0.05960546552681911,1.0320879026439496
12361,1.3672244617898772,-0.9552142636712971,-1.0624017557619894
12362,-1.8240633918658722,1.5406654655354899,1.5680566616639142
12363,0.6557659603678762,-0.36158277709840037,-0.21712296314301258
12364,-1.2189397565026774,0.3863044476016776,0.4707529078572701
12365,1.377517166470927,-0.36158277709840037,-0.09805527075533962
12367,-1.6575516078937147,-0.9552142636712971,-1.1550190673695777
12370,0.08992556633514363,0.3863044476016776,1.2589675600745749
12371,-0.0015614215275583125,-0.36158277709840037,0.7591391838068907
12372,0.34305147915390505,0.05960546552681911,0.4615924883019555
12373,1.4269530713337628,-0.9552142636712971,-0.5459956561227385
12374,-0.4273072773233673,-0.9552142636712971,0.018584440054331564
12375,-1.0042687305257638,-0.36158277709840037,-0.36605308549283017
12377,1.4364590503135464,-0.36158277709840037,0.6415302981032269
12378,0.7793883005555002,-0.9552142636712971,1.3573068152479633
12379,0.4388506943278125,-0.36158277709840037,0.12753675761506858
12380,-0.5187942651860693,0.3863044476016776,1.0505969435878144
12381,-1.5215015741842748,0.6532369520997158,0.7409897043614747
12383,1.0409714714796316,0.6532369520997158,0.7432463128566629
12384,-0.3205241028950956,-0.36158277709840037,-0.17069304640498711
12386,1.4888861411471739,-0.36158277709840037,-0.46878902515136045
12388,-0.7443590504544844,0.8789251688960832,1.0667157985581104
12390,0.4206495661775393,-0.9552142636712971,-0.2202332213213198
12391,-0.5187942651860693,-0.9552142636712971,-0.3975931902430841
12393,0.34305147915390505,0.3863044476016776,0.6190083110941045
12394,0.25643735030730064,-0.36158277709840037,0.4457994879794345
12395,-0.6230859205766931,1.7852452398084835,1.1319521501528023
12397,-0.16402870097223204,-0.36158277709840037,0.9530318109955533
12398,0.014486707924192927,-0.9552142636712971,0.6452000225524825
12399,0.713941584421926,0.3863044476016776,0.33635862211874146
12401,1.4075699228848029,-0.9552142636712971,-1.7026146194252803
12402,1.4551152534945606,-0.9552142636712971,-0.9261563528849276
12403,0.07543561088562381,-0.9552142636712971,-0.4194610957779969
12405,0.8804533683940834,-0.9552142636712971,0.6806832771815868
12406,-0.5187942651860693,-0.36158277709840037,1.2300404335158148
12407,0.07543561088562381,0.6532369520997158,0.6796284451256502
12408,-0.22712620679597337,0.6532369520997158,1.096957493494028
12409,0.4113797667403285,0.05960546552681911,2.1646496650049794
12410,1.4221542814287025,-0.36158277709840037,-0.0362514369336403
12412,0.37310423556778083,0.05960546552681911,0.41682037938188105
12413,0.2901066368625376,0.05960546552681911,0.03462726859925713
12414,1.159430989184945,0.05960546552681911,-0.20230160977548858
12415,-0.45657413660453583,2.555485194733606,4.0903281810701175
12417,-1.8240633918658722,1.4011241767997944,1.282648592090624
12418,0.6756660532493783,-0.9552142636712971,-0.06509742563052866
12420,0.25643735030730064,-0.9552142636712971,-0.15045673337457524
12421,-0.7443590504544844,0.3863044476016776,0.08428028907772168
12422,0.5551626080798789,0.05960546552681911,0.08085023058987141
12423,-2.341296235524383,1.2468684386726128,0.7469931460818864
12424,0.947038466531095,-0.36158277709840037,0.703826474488546
12425,0.4019933629965244,-0.9552142636712971,0.054376279570110334
12426,1.0800489471232713,-0.9552142636712971,-0.17414366374183038
12427,-0.5187942651860693,0.05960546552681911,0.10252029207088788
